,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
5880,2022-02-10,"[Asia마감]급한 불 끈 헝다, 안도하는 시장",,"[마켓뷰] 코스피, 3000선 방어하며 약보합 마감···어닝시즌 앞두고 관망",,[시황종합] 코스피 한때 3000선 밑돌아…약보합 3006.16 마감,,"[외환마감]달러화 반락+위안화 강세…환율, 하루 만에 하락 전환",,[코스닥 마감] 외국인 매수세에 상승…메타버스株 강세,,"[마감시황] 코스피, 개인·외국인 매도에 3000선 턱걸이",[Asia오전]美증시 호조에 힘입어 닛케이 상승세,,"[오전시황] 코스피, 美 증시 혼조세에 하락세···3,000선 위협",,[굿모닝 증시] S&P500 사상 최고가 경신…되살아나는 투자심리,,"[외환브리핑] 미 국채 1.7% 달러 강세…환율, 나흘 만에 1180원대 복귀 전망",,기업 실적 호조에 S&P 사상 최고치··· 7일 연속 상승 [데일리 국제금융시장],,뉴욕증시 혼조 속 S&P500 최고치 경신…유가 6일만에 하락 [모닝브리핑],,다우 이어 S&P500도 '사상최고'...테슬라 3%↑[뉴욕마감],,[빅데이터로 본 재테크] '삼천피' 횡보장에도…반도체·2차전지 관련주 시선집중,,[유럽증시] 헝다 위기 우려 속 일제히 하락,,,,,,,,,,,
5881,2022-02-11,,"뉴욕증시, 실적 우려 속 혼조세···테슬라 '고공행진'·인텔 '11%↓'[데일리 국제금융시장]",,다우 '사상최고 경신'...'실적실망' 인텔 11%↓[뉴욕마감],,[유럽증시] 헝다 디폴트 모면에 일제히 상승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,2022-02-14,,"[클릭! 해외증시 이 종목] 넷플릭스, 새 제작사 인수…후속작 기대",[유럽개장]상승 출발…獨 DAX 0.45%↑,,"[마켓뷰] 코스피, 외국인·기관 동반 매수에 1% 가까이 상승···미국발 훈풍 영향",,[시황종합] '외인·기관 사자' 코스피 0.9% 올라 3040선…천스닥 회복,[Asia마감] 日증시 1.77% 상승…2만9000선 회복,,"[마감시황]코스피, 미국발 훈풍에 상승…코스닥 1010선 회복",,"[외환마감]미중 경제협력 논의, 시장 호재…환율, 사흘째 하락",,[코스닥 마감]外·기관 매수세에 1000선 회복…‘천슬라 훈풍’,"감염자 급감·자민당 승리전망에…닛케이, 2만9000 돌파 [Asia오전]",,"[오전시황] 美증시 훈풍에 국내 증시 상승세···코스닥 이차전지株 강세에 1,000선 회복",,[굿모닝 증시]개별 기업들의 실적에 따라 주가 차별화 장세 뚜렷,,"[외환브리핑]글로벌 위험선호 회복…환율, 사흘째 하락 전망",,‘천슬라’에 다우·S&P500 최고치…文·이재명 회동 및 靑 국감 [모닝브리핑],,[일일펀드동향] 韓 채권형펀드 하루 동안 635억원 순유입,,테슬라 '시총 1조달러' 돌파에 들썩...증시 '최고치' [뉴욕마감],,‘천슬라’된 테슬라 주가 12%↑···S&P도 사상 최고치 [데일리 국제금융시장],,[유럽증시] ECB 통화정책 회의 주시 속 혼조세,,,,,,,,
5885,2022-02-15,,[마켓뷰] 코스피 외국인·기관 매도에 3020선…코스닥 게임·엔터주 강세,[유럽개장] 장 초반 하락세…獨 DAX 0.19%↓,,[시황종합] '외인·기관 팔자' 코스피 3020선 밀려…三電 1%대 하락,"[Asia마감] ""무허가 석탄 창고 단속"" 中·홍콩 증시 급락",,"[마감시황]코스피, 기관·외국인 매도에 하락…0.8% 내려 3020선",,[외환마감]증시 하락에 위안화 약세…환율 사흘만에 1170원대,,[코스닥 마감]외인 홀로 매도에 소폭 하락…이틀째 1000선,[Asia오전] 미국증시는 좋았는데…日·中 줄줄이 하락,,"[굿모닝 증시]""인플레이션 우려 속 국내 증시 개별 종목 장세 예상""",,[외환브리핑]美지표 호조에 달러강세…환율 1170원대 타진,,"美증시 다우·S&P 또 '사상최고치'…최태원·이재명, 노태우 빈소 조문 [모닝브리핑]",,"""실적 좋다"" 美증시 연일 '최고치'...UPS 7%↑[뉴욕마감]",,[일일펀드동향] 韓 채권형펀드 하루새 1917억원 순유출,,실적호조에 S&P500·다우 또다시 사상 최고치 [데일리 국제금융시장],,[유럽증시] UBS 등 실적 호조에 2개월 만에 최고치,,,,,,,,,,,,
5886,2022-02-16,,"[마켓뷰] 코스피, 3000선 지키며 하락 마감…외국인·기관 동반 매도세",[유럽개장] 장 초반 혼조세…英 FTSE 0.24%↓,[Asia마감] 최고치 행진 멈춘 美 증시…日·中 모두 '하락',,[외환마감]역외 매도세에 환율 하락 전환…1160원대 후반 약보합,,[시황종합] 코스피 3000선 밀려…SK하이닉스는 5% 상승,,[코스닥 마감]간신히 1000선 지켜…1% 가까이 하락,,"[마감시황]코스피, 외인·기관 매도에 하락…3000선 턱걸이",[Asia오전] G2 갈등 심화·美증시 상승 중단…위축된 심리,,"[오전시황]코스피, 장 초반 소폭 오름세...시총 상위 종목 대체로 전날보다 주가 상승",,"[굿모닝 증시] 업종 쏠림 심한 美증시…""韓증시도 종목장세 여전할 것""",,[외환브리핑]주요국 긴축+中리스크…환율 이틀째 상승 전망,,다우·S&P 최고치 행진 '일단정지'...MS 4%↑[뉴욕마감],,[일일펀드동향] 韓 채권형펀드 2거래일간 3263억원 순유출,,뉴욕증시 혼조세 마감·다우·S&P500 하락…'맑음' 일교차 10도 이상 [모닝브리핑],,다소 김빠진 어닝시즌···S&P -0.51% [데일리 국제금융시장],,[유럽증시] ECB 금리결정 앞두고 소폭 약세,,,,,,,,,,
5887,2022-02-17,[유럽개장] 장 초반 일제히 하락세…英 0.19%↓,[Asia마감]오락가락하던 日·中 상승,,[마켓뷰] 삼천피 또 무너져…외인·기관 사흘째 매도,,"[외환마감]美 물가지표 대기모드…환율, 이틀째 하락",,[마감시황]무너진 삼천피·천스닥…외국인 8천억 매도,,[시황종합] 코스피 보름만에 삼천피 붕괴…三電은 '6만전자'로,,[코스닥 마감]1000선 붕괴…기관·개인 '팔자' 속 3거래일째 하락,[Asia오전] 헝다 위기·日산업생산 부진에 또 하락,,[오전시황] 외인·기관 동반 매도에 위태로운 '삼천피' '천스닥',,[외환브리핑]뉴욕증시 또 최고…환율 2거래일째 하락 전망,,"[굿모닝 증시]韓증시 소폭 상승 출발 전망...""개별 종목 장세 지속""",,장 마감 뒤 터진 애플&아마존 폭탄…폭죽 너무 빨리 터트렸나 [김현석의 월스트리트나우],,[일일펀드동향] 韓 채권형펀드 3거래일간 4150억원 순유출,,"뉴욕증시, 실적 호조에 '최고치 행진'…일상회복 최종안 발표 [모닝브리핑]",,'깜짝실적'에 美증시 '최고치' 행진...포드 8%↑[뉴욕마감],,다시 불붙은 실적 장세···나스닥 1.39%↑ 사상 최고치 [데일리 국제금융시장],,[유럽증시] ECB 통화정책회의·미중 긴장 주시 속 혼조세,,,,,,,,
5888,2022-02-18,,애플·아마존 등 실적 실망에도··· 뉴욕증시는 사상 최고치 [데일리 국제금융시장],,10월 마지막 거래일 '최고치' 행진...MS 시총 1위↑[뉴욕마감],,[유럽증시] 유로존 인플레 상승 우려 속 혼조 마감,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,2022-02-21,[유럽개장] 장 초반 혼조세…英 0.23%↓,,"[클릭! 해외증시 이 종목] 클라우드 덕 본 MS, 순항 이어질지 주목",,[마켓뷰] 코스피지수 외국인·기관 매수세에 3010선… 삼성전자 7만원 회복,,[시황종합] 대장주 삼성전자 끌자 '삼천피' 회복…코스닥도 '천스닥',,[외환마감]`FOMC 지켜보자`…환율 1170원대 중반 하락,,"[마감시황]코스피, 외인 유입에 3000선 회복…다시 `7만전자'",,[코스닥 마감] 1% 넘게 상승…1000선 재돌파,[Asia오전] 보합권 머무는 日·中 증시,,[오전시황]돌아온 외인·기관에 코스피 '삼천피' 탈환,,[굿모닝 증시]美 신고가 이끈 '테슬라 효과'…국내 증시 영향은?,,[외환브리핑]긴축 경계에도 美증시 또 최고…환율 1170원대 중반 예상,,테슬라 8%·노바백스 15% 급등…美 증시 또 사상 최고치 [모닝브리핑],,[일일펀드동향] 韓 채권형펀드 5거래일간 7094억원 순유출,,11월 첫날 美증시 '최고치' 행진...테슬라 8.5%↑[뉴욕마감],,테슬라 8.49% 급등···S&P·나스닥 사상 최고치 경신 [데일리 국제금융시장],,[유럽증시] FOMC 정례회의 앞두고 상승세,,,,,,,,,
5892,2022-02-22,[유럽개장] 혼조세 출발…佛오르고 英·獨내려,"[Asia 마감] 中 확진자 급증에 성장둔화 우려↑…상하이, 0.20%↓",,"[마켓뷰] 코스피 2975, FOMC 앞두고 1% 넘게 급락···외국인 현·선물 매도 쏟아져",,[시황종합] 'FOMC 경계+확진자 급증' 코스피 2970선 후퇴,,"[외환마감]국내증시 부진…환율, 2주만에 1180원대 상승",,"[마감시황]코스피, 외인·기관 매도에 2970선 후퇴",,[코스닥 마감]개인·기관 ‘팔자’ 속 하락해 '1005'…호실적株 강세,[Asia오전]美FOMC 기다리며 관망세,,"[오전시황]코스피, FOMC 앞두고 약세...장중 3,000선 밑돌기도",,[굿모닝 증시]FOMC 경계 매물 출회 가능성…관망세 짙은 하루,,"[외환브리핑]FOMC 회의 시작되자 달러강세…환율, 1180원 상승 시도",,"美증시, 기업 호실적에 3대 지수 최고치…김만배·남욱 구속 결정 [모닝브리핑]",,[일일펀드동향] 韓 채권형펀드 6거래일간 7300억원 순유출,,美증시 3대지수 '사상최고'...언더아머 16%↑[뉴욕마감],,11월 FOMC 앞두고 실적 호조에 S&P 또 사상 최고치 [데일리 국제금융시장],,[유럽증시] FOMC 주시하며 상승…파리 증시 21년만에 최고,,,,,,,,,,
5893,2022-02-23,,"[유럽개장] 美 FOMC 결과 소화, 英 지수 0.20%↑",,"[마켓뷰] 코스피, 상승폭 모두 반납…개인 6000억 차익실현",,[시황종합] 'FOMC 안도' 불구 코스피 0.25% 상승 그쳐…2983.22 마감,[Asia마감] FOMC 안도감에 상승…닛케이 1개월만에 최고치,,"[마감시황]코스피, 3000선 하회…차익실현에 상승폭 축소",,"[외환마감]美 테이퍼링 '도비시'의 재해석…환율, 이틀째 상승",,"[코스닥 마감]개인·외인 동반 매도에 이틀째 하락, '1000선' 턱걸이",[Asia오전] 美 FOMC 안도감에 상승세,,[오전시황] FOMC 불확실성 해소에 코스피 1% 가까이 올라···시총 상위 종목 '빨간불',,[외환브리핑]테이퍼링에도 파월은 비둘기…하루 만에 1170원대 복귀 시도,,[굿모닝 증시] 美금리 인상 불확실성 완화…韓증시 상승탄력 받나,,'금리인상 멀었네' 美증시 3대지수 '최고치↑'[뉴욕마감],,美 3대지수 나흘째 최고치…'대장동 의혹' 김만배·남욱 구속 [모닝브리핑],,[일일펀드동향] 韓 채권형펀드 하루만에 1451억원 순유입,,테이퍼링에도 S&P·나스닥 또 사상 최고치···3대 지수 고고 [데일리 국제금융시장],,[유럽증시] 파리 증시 이틀 연속 21년만에 최고치,,,,,,,,,
5894,2022-02-24,[유럽개장]장 초반 주요 증시 상승세…英 0.26%↑,,[마켓뷰] 기관 ‘팔자’에 코스피 하락 반전…3000선 밑돌며 마감,,[시황종합] '모멘텀 부재' 코스피 0.47%↓ 2969선 후퇴,"[Asia마감] ""제2의 헝다 사태?"" 우려…亞 대부분 하락",,"[마감시황]코스피, 기관 매도에 하락…2960선 '뒷걸음'",,[코스닥 마감]개인 나홀로 팔자에 약보합…1001선,,"[외환마감]美 고용지표 앞두고 관망세…환율, 사흘째 상승","[Asia오전] ""美 금리인상까진 멀었다""…은행주 중심 하락",,"[외환브리핑]영란은행 금리 동결發 달러 강세…환율, 1190원 노크 시도",,[굿모닝 증시] FOMC 소화하며 美증시 신고가…韓증시는 또 종목장세 전망,,뉴욕증시 혼조 속 S&P500·나스닥 최고치…국제유가 하락 [모닝브리핑],,'비둘기 연준' 안도감에 '최고치' 행진...퀄컴 12%↑[뉴욕마감],,“내년은 멀었다”···S&P500·나스닥 또 최고치 [데일리 국제금융시장],,[유럽증시] 금리인상 저속전망 안도…독일 DAX 역대 최고치,,,,,,,,,,,,,,
5895,2022-02-25,,"""코로나 끝이 보인다"" 증시 '최고치'...화이자  11%↑[뉴욕마감]",,[유럽증시] 화이자 코로나 치료알약 발표 속 상승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,2022-02-28,,[클릭! 해외증시 이 종목] '위드코로나'에 에어비앤비 사상최대 매출,,[마켓뷰] 기관 홀로 ‘사자’ 속 코스피 2960선 마감…코스닥 0.62% 상승,,[시황종합] 코스피 강보합 2960선 마감…리오프닝株 약세 전환,,[외환마감]달러약세+코스피상승…환율 닷새만에 1170원대 하락,,"[마감시황]코스피, 기관 매수에 강보합…소폭 올라 2960선",,[코스닥 마감] 외국인 순매수에 1000선 상승…6거래일째 사수,[Asia오전] 뉴욕증시 최고치에 힘 입은 日증시,,"[오전시황] 코스피, 美 증시 최고 기록 경신에 힘입어 반등 성공",,[외환브리핑]인프라법 통과에 美증시 최고…환율 이틀째 하락할 듯,,美국경개방·인프라案 통과 '환호'...'또 최고치'[뉴욕마감](종합),,[굿모닝 증시] '인프라'와 '메타버스' 주목,,[일일펀드동향] 韓 채권형펀드 3거래일간 5400억원 순유출,,"뉴욕증시, 인프라 법안 통과에 '신고가'…요소수 매점매석 '합동단속'[모닝브리핑]",,'인프라 지출안' 통과에 '환호'...3대지수 '최고치↑'[뉴욕마감],,"유동성 장세에 인프라 법안 효과···S&P 4,700 첫 돌파 사상 최고치 [데일리 국제금융시장]",,[유럽증시] 지난주 랠리 이후 숨고르기…프랑스 CAC 최고치,,,,,,,,
5900,2022-03-02,[유럽개장] 장 초반 혼조세로 출발,,[마켓뷰] 기관 매도세에 코스피 2920선까지 하락,,하락 멈추고 모처럼 웃은 日…1% 이상 급등한 中 [Asia마감],,"[시황종합] 코스피, 인플레 우려에 0.2%↓ 2920선…엔씨소프트 상한가",,"[마감시황]코스피, 인플레 악재로 하락…2900선 유지",,[코스닥 마감]인플레 부담 딛고 상승…990선 회복,,"[외환마감]달러 강세에도 수급상 매도 우위…환율, 1180원대 약보합 하락",[Asia오전]정부 '반도체' 지원에 日증시 반등,[굿모닝 증시]G2 인플레이션 압력…변동성 확대 '경계감 가득',,"[외환브리핑]美물가 31년만 최대폭 상승…환율, 1180원대 중후반 상승 전망",,[뉴욕마감]소비자물가 31년 만에 최고치…나스닥 1.66% 하락,,[일일펀드동향] 韓 채권형펀드 하루새 2631억원 순유입,,"뉴욕증시, 소비자물가 급등에 하락…정부 석 달 치 요소수 확보 [모닝브리핑]",,인플레 쇼크에 美 증시 흔들···나스닥 -1.66% [데일리 국제금융시장],,[유럽증시] 인플레이션 우려 속 소폭 상승,,,,,,,,,,,,
5901,2022-03-03,[유럽개장]장초반 혼조세…DAX 0.08↑·FTSE 0.53%↓,,"[마켓뷰] 코스피, 국내외 기관 동반 매수에 사흘 만 1.5% 급등",[Asia 마감] 미중 정상회담·日경기부양 기대에 동반 상승,,[시황종합]코스피 1.5% 반등 2960선 마감…외인+기관 1조 '사자',,"[외환마감]국내증시 반등+위안화 강세…환율, 1170원대 후반 하락",,"[마감시황]코스피, 외인·기관 동반 매수에 1%대 급등…코스닥 1000선 회복",,[코스닥 마감]외국인 순매수에 1%대 상승…3거래일만에 '1000선',"[Asia오전] 日증시, 나스닥 반등 영향 상승",,"[외환브리핑]달러 VS 원화, 강세 재료 혼재…환율, 약보합권 출발 예상",,"[굿모닝 증시] 인플레 우려 속 나스닥 상승…""철강·반도체·2차전지 주목""",,반도체주 강세 속 나스닥 'UP'...디즈니 7% 급락[뉴욕마감](종합),,[일일펀드동향] 韓 채권형펀드 2거래일간 3734억원 순유입,,"EMA, 셀트리온 코로나 항체치료제 승인 권고…뉴욕증시, 인플레 우려에 혼조세[모닝브리핑]",,반도체株 강세 속 나스닥 반등...디즈니 7%↓[뉴욕마감],,"나스닥, 하락 뒤 0.52%↑···리비안은 22.1% 폭등 [데일리 국제금융시장]",,[빅데이터로 본 재테크] 위메이드·하이브 주가 껑충…게임·콘텐츠 ETF도 씽씽,,[유럽증시] 인플레 우려 속에도 상승 마감,,,,,,,,
5902,2022-03-04,,"뉴욕증시, 인플레 우려 속 상승···메타 4%↑·테슬라 2.8%↓[데일리 국제금융시장]",,"대형기술주 반등, 머스크 매각에 테슬라 2.8%↓[뉴욕마감]",,인플레 뿐 아니라 구인난도 '일시적' 아니란 관측 [김현석의 월스트리트나우],,[유럽증시] 실적 호조에 상승…인플레·코로나 우려에도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,2022-03-07,[유럽개장]장 초반 일제히 상승세…英 0.11%↑,,"[클릭! 해외증시 이 종목] AMD, 인텔마저 위협…한달새 25% 올라",,"[마켓뷰] 코스피 약보합 마감···개인, 사흘 연속 순매도",,"[시황종합] 코스피, 약보합 2997.21 마감…코스닥은 0.62% 상승",,"[외환마감]美中 회담 기대 되돌림, 달러 강세…환율, 나흘만 상승 전환",,[마감시황]미·중 정상회담 기대감에도…3000선 넘지 못한 코스피,,[코스닥 마감] 외국인 매수세에 나흘째 상승…게임株 강세,[Asia오전] 큰 기대는 없는 미중 정상회담…강보합세,,[오전시황]코스피 장중 소폭 약세...외국인·기관 매도세,,"[굿모닝 증시]美증시, 국채금리 상승에 '숨 고르기'...""韓 증시도 쉬어갈 듯""",,인플레 우려 보합…버핏은 올해 40% 뛴 종목 더 사뒀다[뉴욕마감](종합),,[외환브리핑]인플레 우려에 美금리 1.6%…환율 1180원대 상승 전망,,머스크 '입방정'에 '천슬라' 턱걸이…美 증시 약보합 [모닝브리핑],,[일일펀드동향] 韓 채권형펀드 하루새 4629억원 순유입,,"증시 '숨고르기', 국채금리 1.6% 'UP'...보잉 5%↑[뉴욕마감]",,美 10년물 국채금리 1.6% 돌파···나스닥 소폭 하락 [데일리 국제금융시장],,[유럽증시] ECB 총재의 긴축 우려 불식 발언에 독·프 역대 최고,,,,,,,
5906,2022-03-08,[유럽개장]장초반 보합권…英 0.25%↓,"[Asia마감] 日증시, 차익 실현 매도에 하락",,"[마켓뷰] 코스피, 1% 넘게 하락…기관 순매도에 ‘출렁’",,"[시황종합]코스피, 기관 매도에 1.1%↓ 2960선…코스닥 0.42%↓",,"[외환마감]환율, 1180원 초반 상승…네고 물량에 상승폭 줄여",,"[마감시황]코스피, 인플레 우려에 1.12%↓…코스닥 '약보합'",,[코스닥 마감] 외인 홀로 매도에 소폭 하락…1030선 유지,"[Asia오전] ""다음달 15일 美정부 디폴트?""",,"[오전시황]기관 매도 폭탄에 코스피 3,000선 탈환 또 좌절",,[굿모닝 증시] 위험자산 선호 심리 확대…국내 증시 3000선 탈환할까,,[외환브리핑]깜짝 소비지표에 强달러…환율 1180원대 초중반 전망,,'소비 살아있다' 증시 강세...'EV' 루시드 급등[뉴욕마감](종합),,"美증시, 지표 호조에 3대 지수 상승…오늘 수능 예비 소집 [모닝브리핑]",,[일일펀드동향] 韓 채권형펀드 하루만에 993억원 순유출,,美소매판매 강세에 증시↑...'전기차' 루시드 23%↑ [뉴욕마감],,인플레에도 美 소매 실적 강세에 S&P 0.39%↑ [데일리 국제금융시장],,[유럽증시] 독일·프랑스 또 역대 최고치 경신…영국은 하락,,,,,,,,
5908,2022-03-10,[유럽개장] 장 초반 상승세…英 0.37%↑,,"[마켓뷰] 코스피, 나흘 만에 상승…삼바·LG전자 날았다",,"[시황종합] 코스피, 외인·기관 '사자' 0.8%↑ 2970선…LG전자 9%↑",[Asia마감] 알리바바 따라 흔들린 홍콩증시,,[코스닥 마감]외인 매수세에 상승…1041선,,"[외환마감]강달러에 위안화 약세 연동…환율, 열흘만에 1180원대 중반 상승",[Asia오전] 알리바바 '곤두박질'에 홍콩증시 1.7% 하락,,"[굿모닝 증시]전기차 주가 차별화 전망…""메타버스 쏠림"" 종목 장세",,"[외환브리핑]달러화 약세 지속…환율, 1180원 약보합 전망",,엔비디아 급등에 반도체株↑...애플 '최고치'[뉴욕마감](종합),,"美, 베이징올림픽 '외교적 보이콧' 고려…뉴욕증시 혼조 마감 [모닝브리핑]",,반도체·대형유통株 동반강세...엔비디아 8%↑[뉴욕마감],,[일일펀드동향] 韓 채권형펀드 3거래일간 2770억원 순유출,,엔비디아 8.25% 급등에 S&P도 0.34%↑ [데일리 국제금융시장],,[빅데이터로 본 재테크] 대세가 된 메타버스·NFT…쌍방향 소통 플랫폼사 '디어유' 화제,,,,,,,,,,,,
5909,2022-03-11,,'코로나 악몽 아직 안 끝났다' 혼조세...기술주↑[뉴욕마감],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,2022-03-14,,[유럽개장]코로나 재확산 우려…유로스톡스50 1.13% ↓,,[클릭! 해외증시 이 종목] 주택 개조 수요에 홈디포 3분기 매출 '쑥',,[마켓뷰] 기관 매도세에 코스피 3000선 밑으로 하락,[Asia마감] 중화권 '혼조'…日증시 휴장,,"[시황종합] 코스피, 기관 '팔자'에 2990선 밀려…三電 7.5만 회복",,"[마감시황]코스피, 기관 매도세에 하루만에 3000선 후퇴",,"[외환마감]글로벌 달러 강세…환율, 5원 가량 올라 1180원대 후반 상승",,[코스닥 마감]기관 홀로 매도에 이틀째 하락… '1010선',[Asia오전] 중화권 혼조… 일본은 휴장,,"[오전시황] 코스피 3,000선 턱걸이...대형주 동반 약세 전환",,[굿모닝 증시] 다시 지명된 파월…美 Fed 앞에 놓인 인플레이션,,"[외환브리핑]팬데믹 재확산+연준 긴축 우려…환율, 1190원대 상승 재시도",,"'연임' 파월이 외친 ""인플레""…금리인상 우려 나스닥 급락[뉴욕마감](종합)",,[일일펀드동향] 해외 주식형펀드 4거래일간 1666억원 순유입,,"뉴욕증시, 파월 연임 결정에도 혼조…BTS, 그래미상 후보 유력[모닝브리핑]",,"'비둘기' 파월, 연준 의장 한 번 더…은행주 일제 상승 [뉴욕마감]",,파월 연임에도 국채금리 급등에 나스닥 -1.26% [데일리 국제금융시장],,,,,,,
5913,2022-03-15,[유럽개장] 장 초반 일제히 상승세…英 0.5% ↑,,[마켓뷰] 기관 ‘팔자’에 코스피 하락 마감…3000선 내줘,,[시황종합] 코스피 약보합 2990선 마감…외인 반도체株 매수 지속,[Asia마감] 美국채금리 상승에 발목잡힌 日증시,,[외환마감]달러 강세 잦아들어…환율 1180원대 중반 하락,,"[마감시황]코스피, 기관 매도세에 2990선 약세",,[코스닥 마감] 外·기관 매수세에 상승…1020선 회복,,"[굿모닝 증시]美 기술주 하락, 국내 증시도 부담…""최근 낙폭 종목은 반발 매수""",,"[외환브리핑]미 국채 10년물 1.6% 후반…환율, 이틀째 상승 출발 전망",,국채금리 '껑충'...기술주↓...줌 14% '뚝'[뉴욕마감](종합),,"""너무 풀었나"" 오늘 확진자 4000명 안팎…썰렁한 전두환 빈소 [모닝브리핑]",,[일일펀드동향] 국내 주식형펀드 하루동안 1552억원 순유출,,"""금리인상 다가온다""...기술주↓은행·에너지↑[뉴욕마감]",,10년물 국채금리 상승에 나스닥 -0.50% [데일리 국제금융시장],,,,,,,,,,,,,
5914,2022-03-16,[유럽개장] 장 초반 일제히 상승세…英 0.08%↑,,[마켓뷰] 금리 악재… 기관·외국인 매도에 코스피 2980 마감,[Asia마감]'빅테크 때리기'에 주춤한 中증시,,"[외환마감]美긴축 우려+국내증시 하락…환율, 한달여만에 1190원 상승",,"[마감시황]코스피, 기준금리 인상에 2980대까지 밀려",,[시황종합] '기관·외인 팔자'에 코스피 3일째 하락 2980선 마감,,[코스닥 마감]외인 팔자에 하루 만에 하락…1015선,[Asia오전] 반발 매수세에 뛴 日 증시…닛케이 0.68%↑,,"[오전시황] 코스피, 외국인·기관 순매도에 2,980선 하락...삼전·SK하닉도 약세",,[굿모닝 증시] 변동성 보이는 美 10년물 국채 금리…Fed 행보에 시선 쏠려,,[외환브리핑]美경제지표 호조에 강달러…1190원대 상승 시도,,[일일펀드동향] 국내 주식형펀드 2거래일간 3048억원 순유출,,뉴욕증시 혼조·나스닥 0.44%↑마감…내일부터 영하권 추위 [모닝브리핑],,국채금리 뒷걸음에 나스닥 전진…엔비디아 2.92% ↑ [뉴욕마감],,10년 물 국채수익률 숨고르기에 나스닥 0.44%↑ [데일리 국제금융시장],,,,,,,,,,,,
5915,2022-03-17,[유럽개장]'신종 변이' 출현에 일제히 하락세…유로스톡스 4.15%↓,,[마켓뷰] 코스피 1.47% 급락… 코로나 팬데믹 공포에 한국 증시 비명,[Asia마감]'누' 변이에 긴장… 日·홍콩 증시 2%대 급락,,"[시황종합] 코스피, 변이 출현 공포에 1.5%↓ 2930선 밀려",,"[마감시황]코스피, 코로나 재확산에 2930선 급락",,"[외환마감]증시 1%대 하락+위안화 약세…환율, 2거래일 연속 1190원대",,[코스닥 마감]개인 '팔자'에 약세…'1000선 턱걸이',[Asia오전]'누 변이'는 다르다…日닛케이 2% 넘게 급락,,"[오전시황] 코스피, 기관 매도세에 2,960선까지 후퇴···0.5% ↓",,"[외환브리핑]유로화에 밀린 달러…환율, 1190원대 초반 등락 전망",,"[굿모닝 증시]""美증시 휴장 속 유럽증시 일제히 반등...韓증시도 긍정적""",,[일일펀드동향] 국내 주식형펀드 3거래일간 3048억원 순유출,,"오늘 확진자 4000명대 예상…정부, 방역대책 결론 못 내려 [모닝브리핑]",,,,,,,,,,,,,,,,
5916,2022-03-18,,[뉴욕마감] '오미크론' 변이 공포에 3대지수 2%대 하락,,美도 코로나 새 공포 강타···S&P -2.27% 급락 [데일리 국제금융시장],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,2022-03-21,[유럽개장] 장 초반 하락세…英 0.96% ↓,,"[클릭! 해외증시 이 종목] 캐터필러, 美 건설경기 살아나자 '쑥'",,[시황종합]코스피 연중 최저 '털썩' 2839.01…'오미크론發 롤러코스터',,"[마감시황]코스피, 오미크론 우려에 2.4% 하락…연중 최저치 추락",[Asia마감] 오전엔 괜찮았는데…日 막판 급락,,"[마켓뷰] 설마 했는데… 코스피 2839, 오미크론 공포에 연중 최저치 깨졌다",,[코스닥 마감]'오미크론'에 널뛰기…965선 '털썩',,"[외환마감]오미크론 공포 누른 월말 네고…환율, 1180원대 중후반 하락",[Asia오전]오미크론 공포 떨친 美 따라 日도 상승,,"[오전시황] '오미크론 공포 선반영'···반등 보인 코스피, 0.5% 상승",,"[외환브리핑]美""봉쇄 없다"" 메시지…환율, 1190원대 초반 등락 전망",,[굿모닝 증시] '오미크론 봉쇄 NO' …美 증시 상승에 국내 증시 반등 할까,,'오미크론 공포' 떨치고 반등...모더나 11%↑[뉴욕마감](종합),,"바이든 ""봉쇄 없다"" 한마디에 오미크론 우려 진정…美 증시 '반등' [모닝브리핑]",,'경제 재봉쇄 없다' 안도감에 반등...모더나 11%↑[뉴욕마감],,[일일펀드동향] 국내 채권형펀드서 3거래일간 6325억원 이탈,,오미크론에도 美 락다운 없다···S&P 1.32%↑ [데일리 국제금융시장],,,,,,,,
5920,2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
